PROV_TERR,SITE_NO,SITE_NAME_NOM,DATE,TEMPERATURE (WATER),PH,TURBIDITY,LATITUDE,LONGITUDE
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2002-09-17,4.885352143248175,8.33,14.898467320261437,49.71756,-97.12636
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2002-09-18,4.885352143248175,8.16,14.898467320261437,46.28987,-66.59298
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2002-09-18,4.885352143248175,8.34,14.898467320261437,44.01496,-66.14925
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2002-09-18,4.885352143248175,7.81,14.898467320261437,50.29433,-95.54489
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2002-09-19,4.885352143248175,7.89,14.898467320261437,53.27956,-103.58755
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-09-23,4.885352143248175,5.159999,14.898467320261437,44.40816,-65.23315
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2002-09-23,0.1,8.22,14.898467320261437,49.10269,-116.55424
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2002-09-24,4.885352143248175,8.4,14.898467320261437,44.57449,-64.16077
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2002-09-24,4.885352143248175,8.55,14.898467320261437,59.51412,-126.36461
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2002-09-26,4.885352143248175,7.0,14.898467320261437,65.27071,-126.76571
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2002-09-30,5.0,7.43,14.898467320261437,60.05176,-128.90848
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-09-30,4.885352143248175,5.059999,14.898467320261437,44.40816,-65.23315
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2002-10-01,3.0,7.1,14.898467320261437,45.36769,-63.23062
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2002-10-07,6.1,7.78,14.898467320261437,49.10269,-116.55424
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2002-10-07,4.885352143248175,8.38,14.898467320261437,59.51412,-126.36461
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-10-07,4.885352143248175,5.119999,14.898467320261437,44.40816,-65.23315
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2002-10-08,4.885352143248175,8.34,14.898467320261437,54.72917,-113.2792
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2002-10-08,4.885352143248175,8.21,14.898467320261437,52.10582,-101.2661
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2002-10-08,3.0,7.6,14.898467320261437,45.36769,-63.23062
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2002-10-09,4.885352143248175,8.25,14.898467320261437,51.33497,-116.04974
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2002-10-09,4.885352143248175,9.22,14.898467320261437,46.37318,-62.27866
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2002-10-09,4.885352143248175,8.36,14.898467320261437,49.71756,-97.12636
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2002-10-09,4.885352143248175,8.65,14.898467320261437,51.088425,-115.350551
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2002-10-10,4.885352143248175,7.77,14.898467320261437,50.29433,-95.54489
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2002-10-15,4.885352143248175,8.12,14.898467320261437,46.28987,-66.59298
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-10-15,4.885352143248175,5.05,14.898467320261437,44.40816,-65.23315
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2002-10-16,4.885352143248175,7.85,14.898467320261437,53.27956,-103.58755
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2002-10-16,4.0,7.55,14.898467320261437,60.05176,-128.90848
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2002-10-21,2.5,7.0,14.898467320261437,45.36769,-63.23062
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-10-21,4.885352143248175,4.98,14.898467320261437,44.40816,-65.23315
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-10-28,4.885352143248175,4.9,14.898467320261437,44.40816,-65.23315
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2002-10-30,1.0,7.6,14.898467320261437,60.05176,-128.90848
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2002-11-04,1.5,7.4,14.898467320261437,45.36769,-63.23062
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-11-05,4.885352143248175,4.929999,14.898467320261437,44.40816,-65.23315
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2002-11-05,4.885352143248175,7.77,14.898467320261437,54.72917,-113.2792
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2002-11-06,4.885352143248175,7.94,14.898467320261437,51.33497,-116.04974
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2002-11-06,4.885352143248175,8.59,14.898467320261437,51.088425,-115.350551
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2002-11-06,4.885352143248175,8.12,14.898467320261437,46.28987,-66.59298
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2002-11-07,4.885352143248175,7.72,14.898467320261437,53.27956,-103.58755
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-11-11,4.885352143248175,4.86,14.898467320261437,44.40816,-65.23315
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2002-11-13,4.885352143248175,8.39,14.898467320261437,49.71756,-97.12636
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2002-11-13,0.1,7.73,14.898467320261437,60.05176,-128.90848
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2002-11-14,4.885352143248175,8.0,14.898467320261437,50.29433,-95.54489
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2002-11-18,3.0,8.11,14.898467320261437,49.10269,-116.55424
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-11-18,4.885352143248175,4.599999,14.898467320261437,44.40816,-65.23315
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2002-11-20,4.885352143248175,8.18,14.898467320261437,52.10582,-101.2661
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-11-25,4.885352143248175,4.65,14.898467320261437,44.40816,-65.23315
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2002-11-26,2.0,7.8,14.898467320261437,45.36769,-63.23062
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2002-12-02,1.5,7.7,14.898467320261437,45.36769,-63.23062
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2002-12-02,4.885352143248175,8.32,14.898467320261437,61.74267,-121.21967
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-12-02,4.885352143248175,4.659999,14.898467320261437,44.40816,-65.23315
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2002-12-03,4.885352143248175,8.65,14.898467320261437,49.71756,-97.12636
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2002-12-03,4.885352143248175,8.41,14.898467320261437,54.72917,-113.2792
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2002-12-04,4.885352143248175,7.91,14.898467320261437,51.088425,-115.350551
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2002-12-04,4.885352143248175,8.5,14.898467320261437,50.29433,-95.54489
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2002-12-04,4.885352143248175,8.33,14.898467320261437,51.33497,-116.04974
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2002-12-04,4.885352143248175,7.86,14.898467320261437,52.10582,-101.2661
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2002-12-05,4.885352143248175,8.62,14.898467320261437,46.37318,-62.27866
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-12-10,4.885352143248175,4.67,14.898467320261437,44.40816,-65.23315
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2002-12-10,4.885352143248175,7.8,14.898467320261437,46.28987,-66.59298
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2002-12-11,4.885352143248175,7.35,14.898467320261437,53.27956,-103.58755
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2002-12-11,4.885352143248175,7.57,14.898467320261437,44.01496,-66.14925
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-12-16,4.885352143248175,4.719999,14.898467320261437,44.40816,-65.23315
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2002-12-16,1.5,7.5,14.898467320261437,45.36769,-63.23062
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-12-23,4.885352143248175,4.59,14.898467320261437,44.40816,-65.23315
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2002-12-30,4.885352143248175,4.539999,14.898467320261437,44.40816,-65.23315
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2002-12-30,0.1,7.94,14.898467320261437,49.10269,-116.55424
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-01-05,4.885352143248175,4.57,14.898467320261437,44.40816,-65.23315
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2003-01-06,4.885352143248175,7.9,14.898467320261437,46.28987,-66.59298
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2003-01-07,4.885352143248175,8.03,14.898467320261437,53.27956,-103.58755
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2003-01-07,1.0,7.2,14.898467320261437,45.36769,-63.23062
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2003-01-07,4.885352143248175,8.13,14.898467320261437,49.71756,-97.12636
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2003-01-07,4.885352143248175,8.2,14.898467320261437,47.8012,-103.21318
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2003-01-07,4.885352143248175,7.36,14.898467320261437,53.27956,-103.58755
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2003-01-07,4.885352143248175,8.31,14.898467320261437,54.72917,-113.2792
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2003-01-08,4.885352143248175,8.1,14.898467320261437,50.29433,-95.54489
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2003-01-08,4.885352143248175,8.21,14.898467320261437,51.33497,-116.04974
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2003-01-08,4.885352143248175,8.54,14.898467320261437,51.088425,-115.350551
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-01-12,4.885352143248175,4.559999,14.898467320261437,44.40816,-65.23315
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2003-01-13,0.1,8.06,14.898467320261437,49.10269,-116.55424
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2003-01-14,4.885352143248175,8.13,14.898467320261437,46.14017,-77.55365
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2003-01-14,4.885352143248175,8.53,14.898467320261437,49.76807,-94.39234
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2003-01-15,4.885352143248175,7.94,14.898467320261437,46.79359,-84.39111
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-01-19,4.885352143248175,4.599999,14.898467320261437,44.40816,-65.23315
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2003-01-22,0.1,8.03,14.898467320261437,60.05176,-128.90848
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-01-26,4.885352143248175,4.59,14.898467320261437,44.40816,-65.23315
NT,NW10JC0001,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,2003-01-28,4.885352143248175,6.6,14.898467320261437,27.88974,-80.51135
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2003-01-31,4.885352143248175,7.75,14.898467320261437,52.10582,-101.2661
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-02-01,4.885352143248175,4.619999,14.898467320261437,44.40816,-65.23315
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2003-02-04,4.885352143248175,8.12,14.898467320261437,59.51412,-126.36461
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2003-02-04,4.885352143248175,7.86,14.898467320261437,54.72917,-113.2792
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2003-02-05,4.885352143248175,8.56,14.898467320261437,51.088425,-115.350551
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2003-02-05,0.1,7.96,14.898467320261437,60.05176,-128.90848
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2003-02-05,4.885352143248175,7.67,14.898467320261437,51.33497,-116.04974
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2003-02-07,4.885352143248175,8.08,14.898467320261437,44.57449,-64.16077
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-02-09,4.885352143248175,4.59,14.898467320261437,44.40816,-65.23315
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2003-02-10,4.885352143248175,7.9,14.898467320261437,61.74267,-121.21967
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2003-02-10,0.5,7.85,14.898467320261437,-43.39192,170.18177
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2003-02-10,0.1,7.8,14.898467320261437,45.36769,-63.23062
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2003-02-10,0.1,8.26,14.898467320261437,49.10269,-116.55424
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2003-02-11,4.885352143248175,7.74,14.898467320261437,49.71756,-97.12636
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2003-02-11,4.885352143248175,8.23,14.898467320261437,49.76807,-94.39234
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2003-02-11,4.885352143248175,7.9,14.898467320261437,46.14017,-77.55365
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2003-02-12,4.885352143248175,7.81,14.898467320261437,50.29433,-95.54489
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2003-02-12,4.885352143248175,7.87,14.898467320261437,52.10582,-101.2661
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2003-02-12,4.885352143248175,7.9,14.898467320261437,46.79359,-84.39111
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2003-02-14,4.885352143248175,7.86,14.898467320261437,46.37318,-62.27866
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-02-16,4.885352143248175,4.719999,14.898467320261437,44.40816,-65.23315
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2003-02-18,4.885352143248175,7.22,14.898467320261437,53.27956,-103.58755
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2003-02-18,4.885352143248175,7.4,14.898467320261437,46.28987,-66.59298
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2003-02-23,1.0,7.7,14.898467320261437,45.36769,-63.23062
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2003-02-24,0.1,8.05,14.898467320261437,60.05176,-128.90848
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-02-24,4.885352143248175,4.596666,14.898467320261437,44.40816,-65.23315
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2003-02-25,0.1,8.28,14.898467320261437,49.10269,-116.55424
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-03-02,4.885352143248175,4.55,14.898467320261437,44.40816,-65.23315
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2003-03-04,4.885352143248175,7.9,14.898467320261437,46.14017,-77.55365
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2003-03-04,4.885352143248175,8.18,14.898467320261437,49.76807,-94.39234
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2003-03-05,4.885352143248175,7.6,14.898467320261437,47.8012,-103.21318
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2003-03-05,4.885352143248175,7.84,14.898467320261437,46.79359,-84.39111
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2003-03-05,4.885352143248175,8.06,14.898467320261437,44.01496,-66.14925
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2003-03-05,4.885352143248175,8.59,14.898467320261437,44.62234,-84.92329
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-03-09,4.885352143248175,4.5,14.898467320261437,44.40816,-65.23315
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2003-03-09,1.0,7.8,14.898467320261437,45.36769,-63.23062
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2003-03-10,0.1,8.3,14.898467320261437,49.10269,-116.55424
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2003-03-10,4.885352143248175,7.88,14.898467320261437,54.72917,-113.2792
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2003-03-11,4.885352143248175,8.66,14.898467320261437,51.088425,-115.350551
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2003-03-11,4.885352143248175,7.65,14.898467320261437,51.33497,-116.04974
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2003-03-12,4.885352143248175,7.75,14.898467320261437,49.71756,-97.12636
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2003-03-13,4.885352143248175,7.83,14.898467320261437,50.29433,-95.54489
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-03-16,4.885352143248175,4.55,14.898467320261437,44.40816,-65.23315
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2003-03-17,4.885352143248175,8.24,14.898467320261437,65.27071,-126.76571
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2003-03-18,4.885352143248175,7.61,14.898467320261437,46.28987,-66.59298
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2003-03-19,4.885352143248175,7.82,14.898467320261437,53.27956,-103.58755
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2003-03-19,4.885352143248175,7.24,14.898467320261437,53.27956,-103.58755
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2003-03-24,1.0,7.4,14.898467320261437,45.36769,-63.23062
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2003-03-24,0.1,8.21,14.898467320261437,60.05176,-128.90848
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-03-25,4.885352143248175,4.539999,14.898467320261437,44.40816,-65.23315
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2003-04-01,4.885352143248175,8.32,14.898467320261437,54.72917,-113.2792
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-04-01,4.885352143248175,4.59,14.898467320261437,44.40816,-65.23315
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2003-04-02,4.885352143248175,8.75,14.898467320261437,51.088425,-115.350551
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2003-04-02,4.885352143248175,7.76,14.898467320261437,51.33497,-116.04974
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-04-06,4.885352143248175,4.619999,14.898467320261437,44.40816,-65.23315
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2003-04-07,1.5,7.8,14.898467320261437,45.36769,-63.23062
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2003-04-07,0.1,8.27,14.898467320261437,49.10269,-116.55424
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2003-04-09,0.1,8.07,14.898467320261437,60.05176,-128.90848
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-04-13,4.885352143248175,4.65,14.898467320261437,44.40816,-65.23315
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2003-04-15,4.885352143248175,8.04,14.898467320261437,49.71756,-97.12636
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2003-04-15,4.885352143248175,8.38,14.898467320261437,52.10582,-101.2661
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2003-04-15,4.885352143248175,8.15,14.898467320261437,46.14017,-77.55365
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2003-04-15,4.885352143248175,8.96,14.898467320261437,49.76807,-94.39234
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2003-04-16,4.885352143248175,7.97,14.898467320261437,44.01496,-66.14925
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2003-04-16,4.885352143248175,8.2,14.898467320261437,50.29433,-95.54489
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2003-04-16,4.885352143248175,7.32,14.898467320261437,60.81046,-115.78815
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2003-04-16,4.885352143248175,7.97,14.898467320261437,46.79359,-84.39111
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2003-04-17,4.885352143248175,8.47,14.898467320261437,46.37318,-62.27866
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-04-20,4.885352143248175,4.65,14.898467320261437,44.40816,-65.23315
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2003-04-21,2.5,7.3,14.898467320261437,45.36769,-63.23062
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2003-04-22,5.5,8.21,14.898467320261437,49.10269,-116.55424
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2003-04-22,4.885352143248175,8.1,14.898467320261437,46.28987,-66.59298
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2003-04-22,4.885352143248175,8.17,14.898467320261437,61.74267,-121.21967
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2003-04-23,1.0,8.05,14.898467320261437,60.05176,-128.90848
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2003-04-23,4.885352143248175,7.7,14.898467320261437,53.27956,-103.58755
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2003-04-24,4.885352143248175,7.58,14.898467320261437,65.27071,-126.76571
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-04-28,4.885352143248175,4.69,14.898467320261437,44.40816,-65.23315
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2003-05-03,3.0,7.7,14.898467320261437,45.36769,-63.23062
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2003-05-05,6.7,8.21,14.898467320261437,49.10269,-116.55424
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-05-05,4.885352143248175,4.76,14.898467320261437,44.40816,-65.23315
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2003-05-06,4.885352143248175,8.19,14.898467320261437,54.72917,-113.2792
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2003-05-07,4.885352143248175,8.09,14.898467320261437,51.33497,-116.04974
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2003-05-07,4.885352143248175,8.5,14.898467320261437,51.088425,-115.350551
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2003-05-12,6.5,7.29,14.898467320261437,-43.39192,170.18177
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2003-05-13,4.885352143248175,8.21,14.898467320261437,46.14017,-77.55365
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-05-13,4.885352143248175,4.869999,14.898467320261437,44.40816,-65.23315
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2003-05-13,4.885352143248175,8.2,14.898467320261437,49.76807,-94.39234
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2003-05-14,4.885352143248175,8.34,14.898467320261437,44.01496,-66.14925
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2003-05-14,4.885352143248175,8.2,14.898467320261437,46.79359,-84.39111
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2003-05-15,3.5,8.1,14.898467320261437,45.36769,-63.23062
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2003-05-19,4.885352143248175,4.849999,14.898467320261437,44.40816,-65.23315
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2003-05-20,4.885352143248175,8.31,14.898467320261437,46.28987,-66.59298
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2003-05-21,4.885352143248175,8.28,14.898467320261437,53.27956,-103.58755
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2003-05-21,8.0,7.94,14.898467320261437,60.05176,-128.90848
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2003-05-21,6.0,7.36,14.898467320261437,-43.39192,170.18177
